,setting,year,indicator_abbr,indicator_name,Avg estimate,Funding Agency Acronym,Constant Dollar Amount
2275,Republic of Moldova,2004,obesitya,Obesity prevalence among adults (%),-15.5,,
2276,Republic of Moldova,2004,u5mr,Under-five mortality rate,-2.15,,
2277,Republic of Moldova,2005,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-16.0,,
2278,Republic of Moldova,2005,life_ex,Life Expectancy,69.4,,
2279,Republic of Moldova,2005,obesitya,Obesity prevalence among adults (%),-16.0,,
2280,Republic of Moldova,2005,u5mr,Under-five mortality rate,-2.5,,
2281,Republic of Moldova,2005,u5mr,Under-five mortality rate,-2.0,,
2282,Republic of Moldova,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-16.5,,
2283,Republic of Moldova,2006,life_ex,Life Expectancy,69.6,,
2284,Republic of Moldova,2006,obesitya,Obesity prevalence among adults (%),-16.5,,
2285,Republic of Moldova,2006,u5mr,Under-five mortality rate,-1.9,,
2286,Republic of Moldova,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-14.0,,
2287,Republic of Moldova,2007,life_ex,Life Expectancy,69.9,,
2288,Republic of Moldova,2007,obesitya,Obesity prevalence among adults (%),-16.5,,
2289,Republic of Moldova,2007,u5mr,Under-five mortality rate,-1.8,,
2290,Republic of Moldova,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-13.0,,
2291,Republic of Moldova,2008,life_ex,Life Expectancy,70.1,,
2292,Republic of Moldova,2008,obesitya,Obesity prevalence among adults (%),-16.5,,
2293,Republic of Moldova,2008,u5mr,Under-five mortality rate,-1.8,,
2294,Republic of Moldova,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-12.5,,
2295,Republic of Moldova,2009,life_ex,Life Expectancy,70.0,,
2296,Republic of Moldova,2009,obesitya,Obesity prevalence among adults (%),-17.0,,
2297,Republic of Moldova,2009,u5mr,Under-five mortality rate,-1.7,,
2298,Republic of Moldova,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-12.5,,
2299,Republic of Moldova,2010,life_ex,Life Expectancy,71.7,,
2300,Republic of Moldova,2010,obesitya,Obesity prevalence among adults (%),-17.5,,
2301,Republic of Moldova,2010,u5mr,Under-five mortality rate,-1.7,,
2302,Republic of Moldova,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-14.0,,
2303,Republic of Moldova,2011,life_ex,Life Expectancy,72.0,,
2304,Republic of Moldova,2011,obesitya,Obesity prevalence among adults (%),-17.5,,
2305,Republic of Moldova,2011,u5mr,Under-five mortality rate,-1.7,,
2306,Republic of Moldova,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-15.0,,
2307,Republic of Moldova,2012,life_ex,Life Expectancy,72.7,,
2308,Republic of Moldova,2012,obesitya,Obesity prevalence among adults (%),-18.0,,
2309,Republic of Moldova,2012,u5mr,Under-five mortality rate,-1.5499999999999998,,
2310,Republic of Moldova,2012,u5mr,Under-five mortality rate,-1.65,,
2311,Republic of Moldova,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-14.5,,
2312,Republic of Moldova,2013,life_ex,Life Expectancy,72.3,,
2313,Republic of Moldova,2013,obesitya,Obesity prevalence among adults (%),-18.5,,
2314,Republic of Moldova,2013,u5mr,Under-five mortality rate,-1.6,,
2315,Republic of Moldova,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-13.5,,
2316,Republic of Moldova,2014,life_ex,Life Expectancy,72.1,,
2317,Republic of Moldova,2014,obesitya,Obesity prevalence among adults (%),-19.0,,
2318,Republic of Moldova,2014,u5mr,Under-five mortality rate,-1.6,,
2319,Republic of Moldova,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-13.0,,
2320,Republic of Moldova,2015,life_ex,Life Expectancy,72.6,,
2321,Republic of Moldova,2015,obesitya,Obesity prevalence among adults (%),-19.5,,
2322,Republic of Moldova,2015,u5mr,Under-five mortality rate,-1.5499999999999998,,
2323,Republic of Moldova,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-13.0,,
2324,Republic of Moldova,2016,life_ex,Life Expectancy,73.7,,
2325,Republic of Moldova,2016,obesitya,Obesity prevalence among adults (%),-20.0,,
2326,Republic of Moldova,2016,u5mr,Under-five mortality rate,-1.5499999999999998,,
2327,Republic of Moldova,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-13.0,,
2328,Republic of Moldova,2017,life_ex,Life Expectancy,74.0,,
2329,Republic of Moldova,2017,u5mr,Under-five mortality rate,-1.5499999999999998,,
2330,Republic of Moldova,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-13.5,,
2331,Republic of Moldova,2018,life_ex,Life Expectancy,74.3,,
2332,Republic of Moldova,2018,u5mr,Under-five mortality rate,-1.5,,
2333,Republic of Moldova,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-13.5,,
2334,Republic of Moldova,2019,life_ex,Life Expectancy,73.3,,
2335,Republic of Moldova,2019,u5mr,Under-five mortality rate,-1.4500000000000002,,
2336,Republic of Moldova,2020,life_ex,Life Expectancy,74.6,,
2337,Republic of Moldova,2020,u5mr,Under-five mortality rate,-1.4500000000000002,,
2338,Turkey,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,,
2339,Turkey,2002,life_ex,Life Expectancy,75.7,,
2340,Turkey,2002,obesitya,Obesity prevalence among adults (%),-21.5,,
2341,Turkey,2002,u5mr,Under-five mortality rate,-3.25,,
2342,Turkey,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,,
2343,Turkey,2003,life_ex,Life Expectancy,76.3,,
2344,Turkey,2003,obesitya,Obesity prevalence among adults (%),-22.0,,
2345,Turkey,2003,u5mr,Under-five mortality rate,-5.05,,
2346,Turkey,2003,u5mr,Under-five mortality rate,-3.05,,
2347,Turkey,2004,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,,
2348,Turkey,2004,life_ex,Life Expectancy,76.8,,
2349,Turkey,2004,obesitya,Obesity prevalence among adults (%),-23.0,,
2350,Turkey,2004,u5mr,Under-five mortality rate,-2.85,,
2351,Turkey,2005,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,,
2352,Turkey,2005,life_ex,Life Expectancy,77.0,,
2353,Turkey,2005,obesitya,Obesity prevalence among adults (%),-23.5,,
2354,Turkey,2005,u5mr,Under-five mortality rate,-2.6,,
2355,Turkey,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,,
2356,Turkey,2006,life_ex,Life Expectancy,77.1,,
2357,Turkey,2006,obesitya,Obesity prevalence among adults (%),-24.5,,
2358,Turkey,2006,u5mr,Under-five mortality rate,-2.45,,
2359,Turkey,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,,
2360,Turkey,2007,life_ex,Life Expectancy,77.0,,
2361,Turkey,2007,obesitya,Obesity prevalence among adults (%),-24.5,,
2362,Turkey,2007,u5mr,Under-five mortality rate,-2.25,,
2363,Turkey,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,,
2364,Turkey,2008,life_ex,Life Expectancy,76.8,,
2365,Turkey,2008,obesitya,Obesity prevalence among adults (%),-25.5,,
2366,Turkey,2008,u5mr,Under-five mortality rate,-2.1,,
2367,Turkey,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,,
2368,Turkey,2009,life_ex,Life Expectancy,76.7,,
2369,Turkey,2009,obesitya,Obesity prevalence among adults (%),-26.5,,
2370,Turkey,2009,u5mr,Under-five mortality rate,-1.9,,
2371,Turkey,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,,
2372,Turkey,2010,life_ex,Life Expectancy,76.8,,
2373,Turkey,2010,obesitya,Obesity prevalence among adults (%),-27.5,,
2374,Turkey,2010,u5mr,Under-five mortality rate,-1.7999999999999998,,
2375,Turkey,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,,
2376,Turkey,2011,life_ex,Life Expectancy,77.0,,
2377,Turkey,2011,obesitya,Obesity prevalence among adults (%),-28.0,,
2378,Turkey,2011,u5mr,Under-five mortality rate,-1.7000000000000002,,
2379,Turkey,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,,
2380,Turkey,2012,life_ex,Life Expectancy,77.0,,
2381,Turkey,2012,obesitya,Obesity prevalence among adults (%),-29.0,,
2382,Turkey,2012,u5mr,Under-five mortality rate,-1.6,,
2383,Turkey,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,,
2384,Turkey,2013,life_ex,Life Expectancy,77.1,,
2385,Turkey,2013,obesitya,Obesity prevalence among adults (%),-29.5,,
2386,Turkey,2013,u5mr,Under-five mortality rate,-2.2,,
2387,Turkey,2013,u5mr,Under-five mortality rate,-1.5,,
2388,Turkey,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,,
2389,Turkey,2014,life_ex,Life Expectancy,77.4,,
2390,Turkey,2014,obesitya,Obesity prevalence among adults (%),-30.5,,
2391,Turkey,2014,u5mr,Under-five mortality rate,-1.4,,
2392,Turkey,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,,
2393,Turkey,2015,life_ex,Life Expectancy,77.5,,
2394,Turkey,2015,obesitya,Obesity prevalence among adults (%),-31.0,,
2395,Turkey,2015,u5mr,Under-five mortality rate,-1.2999999999999998,,
2396,Turkey,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,,
2397,Turkey,2016,life_ex,Life Expectancy,77.8,,
2398,Turkey,2016,obesitya,Obesity prevalence among adults (%),-32.0,,
2399,Turkey,2016,u5mr,Under-five mortality rate,-1.2000000000000002,,
2400,Turkey,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,,
2401,Turkey,2017,life_ex,Life Expectancy,78.1,,
2402,Turkey,2017,u5mr,Under-five mortality rate,-1.15,,
2403,Turkey,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,,
2404,Turkey,2018,life_ex,Life Expectancy,78.4,,
2405,Turkey,2018,u5mr,Under-five mortality rate,-1.05,,
2406,Turkey,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,,
2407,Turkey,2019,life_ex,Life Expectancy,77.8,,
2408,Turkey,2019,u5mr,Under-five mortality rate,-1.0,,
2409,Turkey,2020,life_ex,Life Expectancy,78.9,,
2410,Turkey,2020,u5mr,Under-five mortality rate,-0.95,,
2411,Yemen,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,AGR,799439.0
2412,Yemen,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,STATE,1198520.0
2413,Yemen,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TDA,3509.0
2414,Yemen,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,USAID,2801776.0
2415,Yemen,2002,life_ex,Life Expectancy,64.9,AGR,799439.0
2416,Yemen,2002,life_ex,Life Expectancy,64.9,STATE,1198520.0
2417,Yemen,2002,life_ex,Life Expectancy,64.9,TDA,3509.0
2418,Yemen,2002,life_ex,Life Expectancy,64.9,USAID,2801776.0
2419,Yemen,2002,obesitya,Obesity prevalence among adults (%),-8.0,AGR,799439.0
2420,Yemen,2002,obesitya,Obesity prevalence among adults (%),-8.0,STATE,1198520.0
2421,Yemen,2002,obesitya,Obesity prevalence among adults (%),-8.0,TDA,3509.0
2422,Yemen,2002,obesitya,Obesity prevalence among adults (%),-8.0,USAID,2801776.0
2423,Yemen,2002,u5mr,Under-five mortality rate,-8.55,AGR,799439.0
2424,Yemen,2002,u5mr,Under-five mortality rate,-8.55,STATE,1198520.0
2425,Yemen,2002,u5mr,Under-five mortality rate,-8.55,TDA,3509.0
2426,Yemen,2002,u5mr,Under-five mortality rate,-8.55,USAID,2801776.0
2427,Yemen,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,AGR,40800352.0
2428,Yemen,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,STATE,1106034.0
2429,Yemen,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,USAID,11156473.0
2430,Yemen,2003,life_ex,Life Expectancy,65.3,AGR,40800352.0
2431,Yemen,2003,life_ex,Life Expectancy,65.3,STATE,1106034.0
2432,Yemen,2003,life_ex,Life Expectancy,65.3,USAID,11156473.0
2433,Yemen,2003,obesitya,Obesity prevalence among adults (%),-8.5,AGR,40800352.0
2434,Yemen,2003,obesitya,Obesity prevalence among adults (%),-8.5,STATE,1106034.0
2435,Yemen,2003,obesitya,Obesity prevalence among adults (%),-8.5,USAID,11156473.0
2436,Yemen,2003,u5mr,Under-five mortality rate,-8.1,AGR,40800352.0
2437,Yemen,2003,u5mr,Under-five mortality rate,-8.1,STATE,1106034.0
2438,Yemen,2003,u5mr,Under-five mortality rate,-8.1,USAID,11156473.0
2439,Yemen,2004,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,AGR,51651223.0
2440,Yemen,2004,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,STATE,40382.0
2441,Yemen,2004,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TDA,6652.0
2442,Yemen,2004,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,USAID,26078495.0
2443,Yemen,2004,life_ex,Life Expectancy,65.8,AGR,51651223.0
2444,Yemen,2004,life_ex,Life Expectancy,65.8,STATE,40382.0
2445,Yemen,2004,life_ex,Life Expectancy,65.8,TDA,6652.0
2446,Yemen,2004,life_ex,Life Expectancy,65.8,USAID,26078495.0
2447,Yemen,2004,obesitya,Obesity prevalence among adults (%),-8.5,AGR,51651223.0
2448,Yemen,2004,obesitya,Obesity prevalence among adults (%),-8.5,STATE,40382.0
2449,Yemen,2004,obesitya,Obesity prevalence among adults (%),-8.5,TDA,6652.0
2450,Yemen,2004,obesitya,Obesity prevalence among adults (%),-8.5,USAID,26078495.0
2451,Yemen,2004,u5mr,Under-five mortality rate,-7.699999999999999,AGR,51651223.0
2452,Yemen,2004,u5mr,Under-five mortality rate,-7.699999999999999,STATE,40382.0
2453,Yemen,2004,u5mr,Under-five mortality rate,-7.699999999999999,TDA,6652.0
2454,Yemen,2004,u5mr,Under-five mortality rate,-7.699999999999999,USAID,26078495.0
2455,Yemen,2005,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,HHS,6831244.0
2456,Yemen,2005,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,MCC,104493.0
2457,Yemen,2005,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,STATE,3009775.0
2458,Yemen,2005,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TDA,642633.0
2459,Yemen,2005,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,USAID,10614579.0
2460,Yemen,2005,life_ex,Life Expectancy,66.2,HHS,6831244.0
2461,Yemen,2005,life_ex,Life Expectancy,66.2,MCC,104493.0
2462,Yemen,2005,life_ex,Life Expectancy,66.2,STATE,3009775.0
2463,Yemen,2005,life_ex,Life Expectancy,66.2,TDA,642633.0
2464,Yemen,2005,life_ex,Life Expectancy,66.2,USAID,10614579.0
2465,Yemen,2005,obesitya,Obesity prevalence among adults (%),-9.0,HHS,6831244.0
2466,Yemen,2005,obesitya,Obesity prevalence among adults (%),-9.0,MCC,104493.0
2467,Yemen,2005,obesitya,Obesity prevalence among adults (%),-9.0,STATE,3009775.0
2468,Yemen,2005,obesitya,Obesity prevalence among adults (%),-9.0,TDA,642633.0
2469,Yemen,2005,obesitya,Obesity prevalence among adults (%),-9.0,USAID,10614579.0
2470,Yemen,2005,u5mr,Under-five mortality rate,-7.300000000000001,HHS,6831244.0
2471,Yemen,2005,u5mr,Under-five mortality rate,-7.300000000000001,MCC,104493.0
2472,Yemen,2005,u5mr,Under-five mortality rate,-7.300000000000001,STATE,3009775.0
2473,Yemen,2005,u5mr,Under-five mortality rate,-7.300000000000001,TDA,642633.0
2474,Yemen,2005,u5mr,Under-five mortality rate,-7.300000000000001,USAID,10614579.0
2475,Yemen,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,AGR,14574133.0
2476,Yemen,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,HHS,2392103.0
2477,Yemen,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,STATE,1178930.0
2478,Yemen,2006,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,USAID,26888928.0
2479,Yemen,2006,life_ex,Life Expectancy,66.5,AGR,14574133.0
2480,Yemen,2006,life_ex,Life Expectancy,66.5,HHS,2392103.0
2481,Yemen,2006,life_ex,Life Expectancy,66.5,STATE,1178930.0
2482,Yemen,2006,life_ex,Life Expectancy,66.5,USAID,26888928.0
2483,Yemen,2006,obesitya,Obesity prevalence among adults (%),-9.5,AGR,14574133.0
2484,Yemen,2006,obesitya,Obesity prevalence among adults (%),-9.5,HHS,2392103.0
2485,Yemen,2006,obesitya,Obesity prevalence among adults (%),-9.5,STATE,1178930.0
2486,Yemen,2006,obesitya,Obesity prevalence among adults (%),-9.5,USAID,26888928.0
2487,Yemen,2006,u5mr,Under-five mortality rate,-7.75,AGR,14574133.0
2488,Yemen,2006,u5mr,Under-five mortality rate,-7.75,HHS,2392103.0
2489,Yemen,2006,u5mr,Under-five mortality rate,-7.75,STATE,1178930.0
2490,Yemen,2006,u5mr,Under-five mortality rate,-7.75,USAID,26888928.0
2491,Yemen,2006,u5mr,Under-five mortality rate,-6.9,AGR,14574133.0
2492,Yemen,2006,u5mr,Under-five mortality rate,-6.9,HHS,2392103.0
2493,Yemen,2006,u5mr,Under-five mortality rate,-6.9,STATE,1178930.0
2494,Yemen,2006,u5mr,Under-five mortality rate,-6.9,USAID,26888928.0
2495,Yemen,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOE,4682110.0
2496,Yemen,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,HHS,1113649.0
2497,Yemen,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,STATE,5688259.0
2498,Yemen,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TDA,643438.0
2499,Yemen,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TREAS,5386.0
2500,Yemen,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,USAID,18609674.0
2501,Yemen,2007,life_ex,Life Expectancy,66.9,DOE,4682110.0
2502,Yemen,2007,life_ex,Life Expectancy,66.9,HHS,1113649.0
2503,Yemen,2007,life_ex,Life Expectancy,66.9,STATE,5688259.0
2504,Yemen,2007,life_ex,Life Expectancy,66.9,TDA,643438.0
2505,Yemen,2007,life_ex,Life Expectancy,66.9,TREAS,5386.0
2506,Yemen,2007,life_ex,Life Expectancy,66.9,USAID,18609674.0
2507,Yemen,2007,obesitya,Obesity prevalence among adults (%),-9.5,DOE,4682110.0
2508,Yemen,2007,obesitya,Obesity prevalence among adults (%),-9.5,HHS,1113649.0
2509,Yemen,2007,obesitya,Obesity prevalence among adults (%),-9.5,STATE,5688259.0
2510,Yemen,2007,obesitya,Obesity prevalence among adults (%),-9.5,TDA,643438.0
2511,Yemen,2007,obesitya,Obesity prevalence among adults (%),-9.5,TREAS,5386.0
2512,Yemen,2007,obesitya,Obesity prevalence among adults (%),-9.5,USAID,18609674.0
2513,Yemen,2007,u5mr,Under-five mortality rate,-6.55,DOE,4682110.0
2514,Yemen,2007,u5mr,Under-five mortality rate,-6.55,HHS,1113649.0
2515,Yemen,2007,u5mr,Under-five mortality rate,-6.55,STATE,5688259.0
2516,Yemen,2007,u5mr,Under-five mortality rate,-6.55,TDA,643438.0
2517,Yemen,2007,u5mr,Under-five mortality rate,-6.55,TREAS,5386.0
2518,Yemen,2007,u5mr,Under-five mortality rate,-6.55,USAID,18609674.0
2519,Yemen,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),0.0,AGR,2656806.0
2520,Yemen,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),0.0,DOL,4225012.0
2521,Yemen,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),0.0,HHS,176244.0
